ticker,name,isin,cnpj,segment,type,price,nav,dy,dy_months,dy_avg_month_6m,pvp,liquidity,pl,vacancy,properties,shareholders,shares,admin_fee,growth_12m,growth_pl_12m,growth_shareholders_12m,change_30d,high_252d,low_252d,report_date,price_date,price_stale_days,dividend_source,score,classification,flags,score_valuation,score_income,score_liquidity,score_size,score_operational,score_growth
ABCP11,GRAND PLAZA SHOPPING FII DE RESPONSABILIDADE LIMITADA,BRABCPCTF000,01201140000190,Shoppings,Tijolo,75.34,110.729863795109,6.4861,12,0.5266000000000001,0.6803945874927357,42167.89199999999,521436008.46,,,13150.0,4709082.0,0.000198,-4.0587129602388865,3.532668140258588,-11.650094060736361,3.6884117808973382,86.98,70.71,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,42.2,Oportunidade,,100.0,16.5,0.0,24.5,55.0,19.8
ZAGH11,ZAGROS MULTIESTRATÉGIA FII RESPONSABILIDADE LIMITADA,BRZAGHCTF007,45188066000195,Multicategoria,Híbrido,7.97,8.81642834884538,6.061100000000001,12,0.3984166666666667,0.9039941895567914,9941.347666666668,206818632.73,,,598.0,23458324.0,0.00020975,103.92976245374577,162.00586637090618,45.853658536585364,2.8387096774193488,11.02,6.51,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,41.6,Oportunidade,,91.9,11.8,0.0,0.9,55.0,100.0
VTLT11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA,BRVTLTCTF001,27368600000163,Logística,Tijolo,88.98,90.5519026855792,6.7655,11,0.50745,0.9826408651948788,579258.5730000001,191517274.18,,,5533.0,2115000.0,0.000975,,,,1.3324222753672732,92.0,79.9,2025-11-01,2025-11-13,308,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,41.3,Oportunidade,preco_defasado,80.1,19.6,27.2,0.0,55.0,50.0
STRX11,STARX FII RESPONSABILIDADE LIMITADA,BRSTRXCTF006,11044355000107,Shoppings,Tijolo,141.96,153.61136355,7.1602239999999995,12,0.5592925,0.9241503800192001,145.84333333333336,247860998.16,,,111.0,1613559.0,0.000119,4.591972694633705,8.274854480176508,0.9090909090909038,-7.584141657444176,153.61,141.96,2026-07-01,2026-03-11,190,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,41.0,Oportunidade,preco_defasado,88.9,24.0,0.0,5.5,55.0,48.6
HJCT11,HEDGE JHSF CAPITAL PRIME OFFICES FII RESP LTDA,BRHJCTCTF000,62082124000110,Escritórios,Papel,121.25,104.161098916952,11.1587,9,1.4927333333333335,1.1640622195880732,96492.6309090909,135018720.31,,,154.0,1296249.0,0.001098,,,,21.249999999999993,121.25,98.53,2026-07-01,2026-09-08,9,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,41.0,Oportunidade,"preco_defasado,dy_parcial_9_meses",47.2,68.4,0.0,0.0,70.0,50.0
LSOP11,LCP SPECIAL OPPORTUNITIES III,BRLSOPCTF006,63429256000139,Multicategoria,Híbrido,10.0,10.86767032,2.438283,9,0.40638050000000003,0.9201604120799277,1672770.9260869564,33899617.91,,,93.0,3119308.6375,0.000588,,,,0.0,10.9,10.0,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,41.0,Oportunidade,dy_parcial_9_meses,89.5,0.0,54.3,0.0,55.0,50.0
SPMO11,SUPREMO FUNDO DE INVESTIMENTO IMOBILIÁRIO,BRSPMOCTF004,40225262000179,Multicategoria,Híbrido,120.0,168.671119365706,0.009399999999999999,12,0.0015666666666666665,0.711443668905883,84144.6,306254296.05,,,15.0,1815689.0,7.7e-05,16.33073675854786,25.51861637423858,7.14285714285714,-1.6393442622950838,122.0,120.0,2026-08-01,2026-09-09,8,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.9,Oportunidade,preco_defasado,100.0,0.0,0.0,10.9,55.0,87.8
KFEN11,KINEA FÊNIX FII RESPONSABILIDADE LIMITADA,BRKFENCTF001,55753193000143,Multicategoria,Híbrido,1100.0,926.178032252828,12.7254,12,1.2333333333333332,1.1876766255450573,10819.91,165462631.64,,,129.0,178651.0,0.000613,-0.5103104494386113,-1.0206208988772225,0.0,22.222222222222232,1100.0,900.0,2026-07-01,2025-05-02,503,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.7,Oportunidade,preco_defasado,42.5,85.8,0.0,0.0,55.0,31.6
SHPH11,SHOPPING PÁTIO HIGIENÓPOLIS FII DE RESPONSABILIDADE LIMITADA,BRSHPHCTF008,03507519000159,Shoppings,Tijolo,957.96,1032.66242136464,6.3274,12,0.6066333333333334,0.9276603662347639,111258.66266666666,628839781.49,,,2033.0,608950.0,0.000153,-0.9956876721558925,2.0218446745739582,-4.013220018885743,-2.2489795918367306,1049.62,820.0,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.7,Oportunidade,,88.4,14.7,0.0,29.3,55.0,30.0
AFHI11,AF INVEST CRI FII,BRAFHICTF005,36642293000158,Multicategoria,Híbrido,94.21,95.208516,0.0,12,0.0,0.9895123247168351,881294.9526666666,503539844.43,,,38727.0,5288811.0,0.000832,8.698677608767557,17.78062510126801,-0.38326988373289517,2.124661246612458,97.47,90.34,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.7,Oportunidade,,79.1,0.0,37.9,23.6,55.0,62.3
ONDV11,ONDA DESENVOLVIMENTO IMOBILIÁRIO FII,BRONDVCTF002,52966340000175,Outros,Outros,9.77,11.679968514147,0.0,12,0.0,0.8364748576305142,6260.615666666666,97625346.59,,1.0,491.0,8358357.0,0.00020271,413.62071663508675,704.0596150883554,123.18181818181819,1.0341261633919352,11.9,9.0,2026-07-01,2026-01-06,254,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.5,Oportunidade,preco_defasado,100.0,0.0,0.0,0.0,55.0,100.0
TRCO11,FII TORRE RIO CLARO OFFICES - RESPONSABILIDADE LIMITADA,BRTRCOCTF009,62173370000188,Multicategoria,Híbrido,10.2,9.87632460277778,0.0,11,0.0,1.0327728593621948,4394914.350000001,35554768.57,,,4.0,3600000.0,0.000231,,,,2.0000000000000018,10.2,10.0,2026-08-01,2026-07-20,59,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.5,Oportunidade,preco_defasado,72.6,0.0,79.0,0.0,55.0,50.0
VVCR11,V2 RECEBÍVEIS FII RL,BRVVCRCTF000,23120027000113,Multicategoria,Híbrido,7.95,10.229328,0.0,12,0.0,0.777177151812905,78890.49966666667,186981463.03,,,2249.0,18278958.0,0.001,71.48589049004208,141.25310164946455,1.7186793306196213,9.50413223140496,10.35,7.12,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.5,Oportunidade,,100.0,0.0,0.0,0.0,55.0,100.0
HCHG11,FII HECTARE RECEBÍVEIS HIGH GRADE,BRHCHGCTF001,34508959000154,Outros,Outros,61.98,80.27842128,8.548982,12,0.7667025,0.772063015337862,37896.08433333334,96334105.53,,,519.0,1200000.0,0.000189,-14.536696956939348,-14.155361126993448,-14.918032786885249,-22.525000000000006,85.17,61.0,2026-07-01,2026-07-15,64,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.4,Oportunidade,preco_defasado,100.0,39.4,0.0,0.0,55.0,0.0
CLIN11,CLAVE INDICES FII RL,BRCLINCTF007,49005348000160,Outros,Outros,84.6,98.797603,0.0,12,0.0,0.8562960783572856,807581.4709999998,429449766.15,,,10991.0,4346763.0,0.000881,-4.67086369429196,1.94963661464449,-11.29136400322841,1.9399927702132835,95.31,82.18,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.3,Oportunidade,,99.1,0.0,35.7,19.5,55.0,17.8
BRIP11,BRIO REAL ESTATE III FUNDO DE INVESTIMENTO IMOBILIÁRIO,BRBRIPCTF001,34895752000180,Residencial,Tijolo,350.0,572.916518250377,,0,,0.6109092491675068,3586.1026666666667,123449186.77,,,384.0,215475.0,0.001828496613919,-11.122040803732059,-10.519943676429634,-11.724137931034484,21.34239356538621,999.0,285.0,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.2,Oportunidade,,100.0,35.0,0.0,0.0,55.0,0.0
GLPF11,FII GALAPAGOS FEEDER LOGIST RESP LTDA,BRGLPFCTF009,58378463000171,Logística,Tijolo,109.33,106.97393872,9.463065,12,0.7355888333333334,1.0220246286917312,30928.889666666666,160995777.77,,,2485.0,1505000.0,0.000162,0.5959106943217718,-0.9034949630409295,2.095316351684473,-0.4733727810650845,110.44,100.0,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.2,Oportunidade,,74.2,49.6,0.0,0.0,55.0,35.3
DVLP11,FII SPECIALE REAL ESTATE DEV,BRDVLPCTF003,42537601000188,Multicategoria,Híbrido,142.31,146.29611226,0.0,12,0.0,0.9727531224280532,601959.2314285713,104127135.68,,,309.0,711756.0,0.003277,60.34992454320576,21.345010376734088,99.35483870967742,9.519778359242736,150.29,129.88,2026-07-01,2026-08-17,31,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.1,Oportunidade,preco_defasado,81.6,0.0,28.2,0.0,55.0,100.0
LSOI11,LCP SPECIAL OPPORTUNITIES I FII RESPONSABILIDADE ILIMITADA,BRLSOICTF001,53087126000101,Residencial,Tijolo,15.32,13.2888465272581,0.0,12,0.0,1.1528464843487805,2371949.553333333,71298448.94,,,40.0,5365285.0,0.00021,387.8185192569505,431.19259406945656,344.44444444444446,24.959216965742257,15.32,12.02,2026-07-01,2026-09-14,3,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.1,Oportunidade,,49.4,0.0,63.2,0.0,55.0,100.0
INDE11,INTER DESENVOLVIMENTO FII,BRINDECTF000,52635194000103,Residencial,Tijolo,65.0,111.19658087,0.0,12,0.0,0.5845503476045864,110556.88478260869,49807283.7,,,181.0,447921.0,6e-05,10.202830167963462,20.405660335926925,0.0,-34.96097658595156,111.43,65.0,2026-07-01,2026-09-02,15,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.0,Oportunidade,preco_defasado,100.0,0.0,0.0,0.0,55.0,67.3
SEQR11,SEQUÓIA III RENDA IMOBILIÁRIA FII,BRSEQRCTF002,09517273000182,Logística,Tijolo,54.05,97.30514194,7.319003,12,0.5984276666666667,0.5554691039177369,82340.56766666665,162080722.7,,,3961.0,1665695.3525,0.000219,-5.139513827580516,4.848463238346579,-15.127490893507611,2.9131759329779072,60.0,46.99,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.0,Oportunidade,,100.0,25.8,0.0,0.0,55.0,16.2
RCRB11,FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,BRRCRBCTF000,03683056000186,Escritórios,Papel,133.04,191.16973030012,6.2884,12,0.5625166666666667,0.6959260746517697,800268.8090000001,705549167.77,,,24069.0,3690695.0,0.000417,-5.9511894757191435,-2.7219397393033473,-9.180439212134939,1.2326890884188035,146.27,123.58,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,40.0,Oportunidade,,100.0,14.3,35.4,32.2,70.0,13.5
DVFF11,DEVANT FII DE RESPONSABILIDADE LIMITADA,BRDVFFCTF006,39863059000149,Outros,Outros,5.22,8.00302856805486,6.2445401,11,1.0407566833333333,0.652253075896332,36647.70133333334,88109343.02,,,2244.0,11009500.0,0.0007676477622202,7.382151993473306,-4.091628216443222,18.855932203389834,2.35294117647058,6.16,4.92,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,39.8,Oportunidade,,100.0,13.8,0.0,0.0,55.0,57.9
HOSI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI,BRHOSICTF009,34081631000102,Residencial,Tijolo,76.56,124.0654937,2.497706,12,0.0431985,0.6170934215207979,5237.453666666667,71145357.36,,,952.0,573450.0,0.00085,9.784828126550545,37.2878930724615,-17.71823681936041,2.079999999999993,88.86,65.06,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,39.8,Oportunidade,,100.0,0.0,0.0,0.0,55.0,65.9
BTSG11,BTSP I FUNDO DE INVESTIMENTO IMOBILIÁRIO,BRBTSGCTF005,36098375000183,Logística,Tijolo,146.92,156.14277377,7.797235,12,0.6448391666666667,0.94093371375876,148.8175,121012991.81,,,106.0,775015.0,0.000444,0.8667471693127704,2.6680737778778774,-0.9345794392523366,-2.346294449983388,150.95,146.92,2026-07-01,2025-10-31,321,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,39.7,Oportunidade,preco_defasado,86.4,31.1,0.0,0.0,55.0,36.2
BLOG11,BLUECAP LOG FUNDO DE INVESTIMENTO IMOBILIARIO,BRBLOGCTF001,49592781000140,Multicategoria,Híbrido,6.53,11.2649319810328,1.787,12,0.0,0.5796750491698319,60.903,346922775.8,,,113.0,30796704.0,0.000158,11.413043478260864,0.0,22.826086956521728,-15.958815958815952,11.93,6.53,2026-07-01,2026-09-14,3,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,39.7,Oportunidade,,100.0,0.0,0.0,14.1,55.0,71.4
EIRA11,AROEIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,BREIRACTF007,59202651000107,Multicategoria,Híbrido,104.6,103.540428745932,5.4974,12,0.9162333333333333,1.010233406089789,530997.7213333334,35854911.53,,,252.0,346289.0,0.00047189,95.80912207347913,76.2336287623429,115.38461538461537,0.04782400765184214,106.0,76.34,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,39.6,Oportunidade,,76.0,5.5,25.0,0.0,55.0,100.0
CXCE11,FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CEDAE,BRCXCECTF004,10991914000115,Escritórios,Papel,39.93,63.1788156980647,8.9076,12,0.7453666666666666,0.6320156457320731,24360.904000000002,108222152.35,,,2793.0,1712950.0,0.000515,-4.116930011053727,-0.4729617394126029,-7.76089828269485,-0.1250625312656295,47.0,38.99,2026-08-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,39.5,Oportunidade,,100.0,43.4,0.0,0.0,70.0,19.6
VVDI11,V2 RECEBIVEIS CDI FII RESPONSABILIDADE LIMITADA,BRVVDICTF007,66661365000175,Outros,Outros,10.0,10.1897549179487,,0,,0.9813778722376867,155619.44,39740044.18,,,3.0,3900000.0,0.0010461659230093,,,,0.0,10.0,9.93,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,39.3,Oportunidade,,80.3,35.0,0.0,0.0,55.0,50.0
BLCA11,CATUAÍ VBI FII RL,BRBLCACTF009,41076748000155,Escritórios,Papel,98.0,124.391036,8.0154,12,0.9209166666666667,0.7878381204253335,99882.71066666667,199025658.15,,,491.0,1600000.0,0.001005,1.115353593395707,-3.134099680161384,5.364806866952798,-1.0001010203050775,105.51,83.23,2026-07-01,2026-09-16,1,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,39.1,Oportunidade,,100.0,33.5,0.0,0.0,70.0,37.1
VSHO11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING,BRVSHOCTF002,23740595000117,Shoppings,Tijolo,78.02,119.297044525443,6.3567,12,0.5045333333333334,0.653997760886359,45218.46133333335,250380637.05,,,2781.0,2098800.0,9.1e-05,-4.027833895944621,3.0092506603013547,-11.064918452190597,6.2219196732471005,81.13,70.02,2026-08-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,39.1,Oportunidade,,100.0,15.1,0.0,5.7,55.0,19.9
FIGS11,GENERAL SHOPPING ATIVO E RENDA FUNDO DE INVEST IMOB,BRFIGSCTF009,17590518000125,Shoppings,Tijolo,48.03,70.1712290070175,7.2600999999999996,12,0.5709833333333333,0.6844685589758838,206006.85033333334,199988002.67,,,11054.0,2850000.0,0.000324,-7.8494416367885895,-8.000152478653998,-7.698730794923181,0.5021971123666091,52.48,45.75,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,39.1,Oportunidade,,100.0,25.1,0.8,0.0,55.0,7.2
EXES11,EXES CRI FII RL,BREXESCTF006,41076851000103,Multicategoria,Híbrido,9.64,9.676436,6.4855,12,0.0,0.9962345640481681,150755.08033333335,136451822.98,,,2405.0,14101455.0,0.00088,157.70572341763253,98.96407841421244,216.4473684210526,0.10384215991692258,10.4,9.1,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,39.1,Oportunidade,,78.1,16.5,0.0,0.0,55.0,100.0
MIDW11,MIDWAY MALL FUNDO DE INVESTIMENTO IMOBILIÁRIO RL,BRMIDWCTF004,63992956000137,Multicategoria,Híbrido,11.0,9.71609128253968,2.6459,8,0.44098333333333334,1.1321425128814477,18600995.44333333,183634125.24,,,102.0,18900000.0,5.4e-05,,,,2.8037383177570208,11.15,9.95,2026-07-01,2026-09-11,6,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,38.9,Oportunidade,dy_parcial_8_meses,53.6,0.0,100.0,0.0,55.0,50.0
ADSH11,AD SHOPPING FII RESP LIMITADA,BRADSHCTF009,63375304000153,Multicategoria,Híbrido,10.83,9.97334917924568,1.1447,9,0.19078333333333333,1.0858939966262278,2277440.6903333333,468469713.49,,,170.0,46972156.0,6.2e-05,,,,-0.09225092250921829,11.38,10.0,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,38.8,Oportunidade,dy_parcial_9_meses,62.8,0.0,62.2,21.8,55.0,50.0
BPFF11,FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,BRBPFFCTF002,17324357000128,Outros,Outros,54.52,62.148381032454,1.8333,9,0.0,0.8772553539492777,392486.76766666665,279190787.97,,,20101.0,4492326.0,0.000398,,,,-3.5044247787610616,61.24,51.11,2025-09-01,2025-08-18,395,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,38.3,Oportunidade,"preco_defasado,dy_parcial_9_meses",95.9,0.0,17.2,8.5,55.0,50.0
YEES11,HEDGE YEES HABITAÇÕES ECONÔMICAS FII,BRYEESCTF004,51385174000150,Residencial,Tijolo,99.9,101.431988266667,0.0,12,0.0,0.9848963991256943,5919.814285714286,30429596.48,,,136.0,300000.0,0.001829,59.16121584937322,114.50563780561667,3.8167938931297662,-2.0588235294117574,102.0,99.9,2026-07-01,2026-09-01,16,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,38.2,Oportunidade,preco_defasado,79.8,0.0,0.0,0.0,55.0,100.0
SOFF11,FUNDO DE INVESTIMENTOS IMOBILIARIO SOFIA,BRSOFFCTF009,57811221000167,Outros,Outros,94.2,102.284205534836,0.0,12,0.0,0.9209633052086162,28730.676,187682147.58,,,309.0,1834908.39664467,0.00016,15631.393594906103,462.7871898122071,30800.0,-18.01566579634465,126.0,90.0,2026-07-01,2026-06-12,97,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,37.8,Oportunidade,preco_defasado,89.4,0.0,0.0,0.0,55.0,100.0
INRD11,INTER RESIDENCE FII,BRINRDCTF002,34835191000123,Residencial,Tijolo,72.65,119.3264947,6.884867,12,0.5930445,0.6088337731083959,73440.59466666667,134704100.07,,,5665.0,1128870.0,0.000911,-9.19560263309207,0.4134385635421012,-18.804643829726242,-1.4648040146480357,81.0,68.06,2026-07-01,2026-08-27,21,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,37.7,Oportunidade,preco_defasado,100.0,20.9,0.0,0.0,55.0,2.7
RCRI11,RCRI FII,BRRCRICTF021,60801196000145,Multicategoria,Híbrido,98.1,99.182488,5.8731,12,-9.999999999999999e-05,0.9890858958892016,34763.52566666667,41869292.12,,,381.0,422144.0,0.001355,60.301019052900095,-0.9095898011765469,121.51162790697674,4.151183777471057,104.75,93.85,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,37.7,Oportunidade,,79.1,9.7,0.0,0.0,55.0,100.0
SNCI11,SUNO CRI FII RL,BRSNCICTF002,41076710000182,Outros,Outros,80.95,94.265052,0.0,12,0.0,0.8587487969560554,470865.8020000001,395913219.12,,,34655.0,4200000.0,0.000307,-5.253178875260578,-3.1321128154701006,-7.374244935051055,0.30978934324659146,93.44,79.0,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,37.7,Oportunidade,,98.7,0.0,21.9,17.5,55.0,15.8
EDFO11,FII EDIFÍCIO OURINVEST,BREDFOCTF004,06175262000173,Residencial,Tijolo,121.01,190.321999731993,4.603,12,0.40243333333333337,0.635817194913901,21167.398666666664,56811116.92,,,442.0,298500.0,0.0,2.83125064534413,14.340187241101487,-8.677685950413228,-16.527557425674278,148.8,106.01,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,37.5,Oportunidade,,100.0,0.0,0.0,0.0,55.0,42.8
SPXS11,SPX REAL ESTATE FII,BRSPXSCTF002,43010543000100,Multicategoria,Híbrido,7.46,9.399004,0.0,12,0.0,0.7937011198207811,456110.7036666667,189756870.25,,,20204.0,20189040.0,0.000594,1.5316308486204355,0.160134468963391,2.90312722827748,1.084010840108407,9.25,7.32,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,37.5,Oportunidade,,100.0,0.0,21.1,0.0,55.0,38.4
OULG11,FII OURINVEST LOGISTICA - RESPONSABILIDADE LIMITADA,BROULGCTF001,13974819000100,Logística,Tijolo,24.04,27.2150883178312,0.0,12,0.0,0.8833335287855415,810369.976,67169531.99,,1.0,2780.0,2468098.99,0.000692,-37.81888542874561,-56.10086781841741,-19.536903039073806,-10.929974064468318,43.5,23.31,2026-07-01,2025-12-29,262,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,37.4,Oportunidade,preco_defasado,95.0,0.0,35.8,0.0,55.0,0.0
REME11,RB MULTIESTRATÉGIA IMOBILIÁRIA FII RESPONSABILIDADE LIMITADA,BRREMECTF001,63051078000155,Outros,Outros,77.01,89.5640804503829,4.202,4,1.0505,0.8598313030485736,363131.0970000001,58672264.77,,,2857.0,655087.0,0.0,,,,4.067567567567565,95.0,70.22,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,37.4,Oportunidade,dy_parcial_4_meses,98.5,0.0,15.2,0.0,55.0,50.0
CACR11,CARTESIA RECEBÍVEIS IMOBILIÁRIOS FII RESP LIMITADA,BRCACRCTF004,32065364000146,Multicategoria,Híbrido,15.41,102.155124309289,12.506786,10,1.0336833333333333,0.15084901618193974,469322.58366666664,494055279.42,,,24012.0,4836324.0,0.0001790971247263,2.8292136174170315,7.341267180786648,-1.6828399459525856,7.536636427076071,87.5,12.9,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,37.4,Risco,pvp_fora_da_faixa,0.0,83.4,21.8,23.1,55.0,42.8
BRCR11,BC FUND FII,BRBRCRCTF000,08924783000101,Multicategoria,Híbrido,41.7,80.710453,5.8942000000000005,12,0.5052,0.5166617017996418,1298915.9423333334,2149981350.53,,,110207.0,26638202.0,0.000151,-7.801845008225605,-5.045082032163329,-10.558607984287882,6.923076923076921,51.59,38.4,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,37.4,Risco,,49.8,9.9,47.8,60.7,55.0,7.3
HDOF11,HEDGE PALADIN DESIGN OFFICES FUNDO DE INVESTIMENTO IMOB,BRHDOFCTF007,35688460000139,Escritórios,Papel,80.0,92.901740305638,0.0,12,0.0,0.8611248802961873,1402166.5813333332,313078864.83,,,120.0,3370000.0,0.000776,-0.4890706315833382,-2.67305651740396,1.6949152542372836,-11.111111111111116,100.0,75.0,2026-07-01,2026-09-16,1,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,37.1,Oportunidade,,98.3,0.0,49.8,11.5,70.0,31.7
SNFF11,SUNO FOF FII RL,BRSNFFCTF001,40011225000168,Outros,Outros,70.7,84.014616,0.0,12,0.0,0.8415202421445335,369629.55066666665,337792105.15,,,25254.0,4020635.0,0.000565,-3.43262664689149,2.5829162354220836,-9.448169529205064,0.014146272457216114,82.98,66.76,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,37.1,Oportunidade,,100.0,0.0,15.7,13.4,55.0,21.9
HCST11,FII HECTARE STUDENT HOUSING,BRHCSTCTF001,31152015000107,Multicategoria,Híbrido,39.11,57.44146199,0.0,12,0.0,0.6808670713640379,855.8806666666667,50026828.14,,,66.0,870918.4343,0.000499,9.40778292866825,-1.184434142663493,19.999999999999996,-23.31372549019608,81.03,35.05,2026-07-01,2026-09-10,7,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,37.0,Oportunidade,,100.0,0.0,0.0,0.0,55.0,64.7
KNPR11,KINEA PREMIUM PROPERTIES FII RESPONSABILIDADE LIMITADA,BRKNPRCTF002,42737059000107,Multicategoria,Híbrido,28.03,28.0402810948577,9.291599999999999,12,1.0719999999999998,0.9996333455138013,15366.611333333334,16260867.45,,,864.0,579911.0,0.001461,-12.102851117651188,-69.90553360123829,45.699831365935914,-5.11171293161814,92.17,24.99,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,36.8,Oportunidade,,77.6,47.7,0.0,0.0,55.0,0.0
WTSP11,FII OURINVEST RE I - RESPONSABILIDADE LIMITADA,BRWTSPCTF002,28693595000127,Multicategoria,Híbrido,65.97,96.1547819343567,0.0,12,0.0,0.6860813229760807,12650.699666666666,119094620.57,,,240.0,1238572.0,0.000657,8.988205737819875,14.080307579535866,3.8961038961038863,1.5079242960455597,72.0,41.3,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,36.8,Oportunidade,,100.0,0.0,0.0,0.0,55.0,63.3
WPLZ11,SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO,BRWPLZCTF004,09326861000139,Shoppings,Tijolo,49.99,54.6264210239803,7.640000000000001,12,0.6781,0.915124935204066,4195.641666666667,64824245.18,,,1424.0,1186683.0,0.000438,-13.332713699234311,-16.963461640700707,-9.701965757767915,3.6062176165803095,57.72,44.32,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,36.7,Oportunidade,,90.2,29.3,0.0,0.0,55.0,0.0
JPRD11,JPR DS FII DE RESPONSABILIDADE LIMITADA,BRJPRDCTF005,53072782000130,Hospital,Tijolo,100.0,97.1058340335118,0.0,12,0.0,1.0298042439498476,64231.25,134411079.4,,,111.0,1384171.0,0.000206,145.3157096292707,43.756419258541456,246.875,0.0,100.0,100.0,2026-07-01,2026-09-11,6,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,36.5,Oportunidade,,73.0,0.0,0.0,0.0,55.0,100.0
VVRI11,V2 RENDA IMOB FII RL,BRVVRICTF007,49184940000177,Multicategoria,Híbrido,8.48,8.803116,2.3847,12,0.2178,0.9632952695386499,111251.22366666667,154683078.52,,2.0,171.0,17571400.0,0.001026,59.36205603250176,108.40153141984223,10.322580645161295,-4.611923509561311,112.0,6.31,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,36.3,Oportunidade,,83.0,0.0,0.0,0.0,55.0,100.0
