ticker,name,isin,cnpj,segment,type,price,nav,dy,dy_months,dy_avg_month_6m,pvp,liquidity,pl,vacancy,properties,shareholders,shares,admin_fee,growth_12m,growth_pl_12m,growth_shareholders_12m,change_30d,high_252d,low_252d,report_date,price_date,price_stale_days,dividend_source,score,classification,flags,score_valuation,score_income,score_liquidity,score_size,score_operational,score_growth
AJFI11,AJ MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,BRAJFICTF001,51472985000199,Shoppings,Tijolo,8.29,10.4546464426997,5.3928,12,0.47131666666666666,0.7929488620620704,182713.8543333333,351547711.28,,0.0,9381.0,33625978.0,0.000639,-17.55165390400752,-8.501320483079589,-26.60198732493545,1.097560975609757,9.06,7.31,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,36.3,Oportunidade,,100.0,4.4,0.0,14.4,55.0,0.0
ATSA11,HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,BRATSACTF000,12809972000100,Shoppings,Tijolo,58.0,73.8384358940828,4.6776,12,0.44963333333333333,0.7854987622326917,2391.2276666666667,129301512.47,,,304.0,1751141.0,0.00037,-1.1033590094207235,-3.878958821517031,1.6722408026755842,-3.317219536589433,68.14,47.0,2026-07-01,2026-09-16,1,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,36.2,Oportunidade,,100.0,0.0,0.0,0.0,55.0,29.7
VJFD11,JFDCAM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,BRVJFDCTF008,15489509000117,Outros,Outros,170.97,171.021051015237,1.495,12,0.24916666666666668,0.9997014927990798,5074.530000000001,833920761.09,,,105.0,4876129.3194,8.212e-05,6.862948798611823,4.350897597223646,9.375,13.979999999999993,170.97,126.96,2026-07-01,2026-07-28,51,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,36.0,Oportunidade,preco_defasado,77.5,0.0,0.0,36.5,55.0,56.2
HUSI11,HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO,BRHUSICTF006,30017492000199,Hospital,Tijolo,1199.99,1316.95628366649,0.0,12,0.0,0.9111843839334982,12633.170999999998,153243667.08,,,105.0,116362.0,0.000174,5.264162441862707,5.528324883725411,5.000000000000004,-0.7452440033085206,1249.0,1000.0,2026-07-01,2026-08-31,17,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,36.0,Oportunidade,preco_defasado,90.8,0.0,0.0,0.0,55.0,50.9
CXTL11,FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA SEQ LOGISTICA RENDA,BRCXTLCTF003,12887506000143,Logística,Tijolo,301.0,413.850726160046,1.925,12,0.21265,0.727315384445154,260391.45433333333,22181157.37,,,555.0,53597.0,0.000946,-4.751579479154328,2.8191159232079377,-12.322274881516593,33.77183236300609,358.99,160.0,2026-07-01,2026-09-14,3,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,36.0,Oportunidade,,100.0,0.0,6.7,0.0,55.0,17.5
AROA11,FII AROEIRA 333 RENDA LOGISTICA,BRAROACTF003,44674528000111,Multicategoria,Híbrido,1.17,0.94429542,9.448971,12,0.7930433333333333,1.2390190349541248,8361.147,158572538.93,,,6684.0,167926832.0,0.000165,21.194113620292477,-1.0144760419724452,43.4027032825574,2.6315789473684292,2.1,0.97,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,35.9,Oportunidade,,32.2,49.4,0.0,0.0,55.0,100.0
BTYU11,FII BTGP YOU,BRBTYUCTF004,54645216000133,Outros,Outros,650.0,10.085359,11.5126,12,0.96125,64.44986241937445,12222.575333333334,302560759.22,,,996.0,30000000.0,0.001087,58.401897884511804,-0.18966828326395513,116.99346405228756,9080.790960451977,650.0,5.0,2026-07-01,2026-09-16,1,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,35.2,Risco,pvp_fora_da_faixa,0.0,72.4,0.0,10.6,55.0,100.0
CYLD11,CYRELA LOG FII RL,BRCYLDCTF005,43010601000198,Logística,Tijolo,129.2,126.047977,-0.0003,12,-4.9999999999999996e-05,1.0250065338216414,356630.063,156532302.06,,,122.0,1241847.0,0.000662,6.776639537403085,4.624707646234749,8.92857142857142,-1.3665165279792557,149.73,77.21,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,34.5,Oportunidade,,73.7,0.0,14.8,0.0,55.0,55.9
BTWR11,BTOWERS FUNDO INVESTIMENTO IMOBILIARIO,BRBTWRCTF004,20132453000189,Escritórios,Papel,90.0,126.75213394,7.169539,12,0.5904868333333333,0.7100472173715263,49895.60625,102576662.79,,,122.0,809269.7109,0.000127,-2.9181739234679482,7.020795010206959,-12.857142857142856,-12.807595427242779,105.49,90.0,2026-07-01,2026-07-21,58,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,34.3,Oportunidade,preco_defasado,100.0,24.1,0.0,0.0,70.0,23.6
DAMA11,DAMA FII,BRDAMACTF007,53866872000101,Multicategoria,Híbrido,5.11,7.33889,0.0,12,0.0,0.696290583453356,3579.1216666666655,40635660.87,,,904.0,5537031.0,0.001153,0.8456355248811445,-12.59444323595199,14.28571428571428,2.8169014084507227,8.61,4.21,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,34.1,Oportunidade,,100.0,0.0,0.0,0.0,55.0,36.2
FLMA11,FII CONTINENTAL SQUARE FARIA LIMA - RESP. LIMITADA,BRFLMACTF009,04141645000103,Escritórios,Papel,153.55,250.526110316006,5.869,12,0.47635,0.6129101665543633,63584.46500000001,345893884.73,,,10634.0,1380670.0,0.000104,0.7213410530262259,13.543855853779352,-12.1011737477269,1.6954765216239398,170.0,138.0,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,33.9,Oportunidade,,100.0,9.7,0.0,14.0,70.0,35.7
RBRD11,RB CAPITAL RENDA II - FII,BRRBRDCTF008,09006914000134,Multicategoria,Híbrido,37.46,72.345236,8.932806,12,0.6396688333333334,0.5177949796169025,49824.04466666667,133967894.97,,,7403.0,1851786.0,9.5e-05,4.836234984124782,11.489446095570521,-1.8169761273209573,6.4809550881182565,43.06,33.31,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,33.9,Risco,,49.9,43.7,0.0,0.0,55.0,49.5
LKDV11,DEVELOPMENT V1 FII,BRLKDVCTF004,40102445000105,Multicategoria,Híbrido,1104.12,1106.546136,0.7219,12,0.08243333333333334,0.9978074696381208,789707.0633333334,73929453.92,,,100.0,66811.0,0.000912,0.16286183927071152,1.315822688442414,-0.990099009900991,2.050964480141948,1612.84,1081.93,2026-07-01,2026-06-24,85,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,33.6,Oportunidade,preco_defasado,77.8,0.0,35.1,0.0,55.0,33.9
FAMB11,FII EDIFÍCIO ALMIRANTE BARROSO RL,BRFAMBCTF018,05562312000102,Residencial,Tijolo,701.01,970.857993030733,0.0,12,0.0,0.7220520457494025,16994.212000000003,118966996.75,,,1881.0,122538.0,0.0003,-28.504857751351476,-47.095922399254675,-9.913793103448276,4.3169642857142865,1500.0,670.0,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,33.2,Oportunidade,,100.0,0.0,0.0,0.0,55.0,0.0
NCHB11,FYTO RECEB FII,BRNCHBCTF000,18085673000157,Multicategoria,Híbrido,7.97,9.987295,0.0,12,0.0,0.7980138766302588,109503.63333333332,152619736.59,,,10077.0,15281388.0,0.000909,-2.3019394950922143,2.742571910882141,-7.34645090106657,11.62464985994398,8.13,7.07,2026-07-01,2025-03-14,552,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,33.1,Oportunidade,preco_defasado,100.0,0.0,0.0,0.0,55.0,25.7
CPFF11,CAPITANIA FOF FII RL,BRCPFFCTF000,34081611000123,Títulos e Val. Mob.,Papel,69.9,62.485006,-22.8072,5,-4.56144,1.1186683730173606,3421946.403333334,67464811.29,,,6536.0,1079696.0,0.001169,,,,7.720758206195111,72.0,54.35,2025-05-01,2025-03-17,549,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,33.1,Oportunidade,"preco_defasado,dy_parcial_5_meses",56.3,0.0,72.6,0.0,70.0,50.0
EQIR11,EQI CRI FII RL,BREQIRCTF003,41076380000125,Multicategoria,Híbrido,8.06,9.639333,0.0,12,0.0,0.8361574395240833,49400.412,105158520.69,,,9362.0,10909315.0,0.00089,-2.6097842552109065,1.5891115612485018,-6.808680071670315,0.7500000000000062,8.9,7.69,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,33.0,Oportunidade,,100.0,0.0,0.0,0.0,55.0,24.6
GCRI11,GALAPAGOS CRI FII,BRGCRICTF008,38293897000161,Multicategoria,Híbrido,67.1,92.298842,4.327,12,-1.6666666666666664e-05,0.7269863689080737,210157.9903333333,134189501.94,,1.0,3982.0,1453859.0,0.000875,-3.0326746001732467,2.9798769303067685,-9.045226130653262,5.652653125492035,72.15,60.33,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,33.0,Oportunidade,,100.0,0.0,1.3,0.0,55.0,23.2
LTMT11,SPECIALE BLUE REAL ASSET FII,BRLTMTCTF000,46449786000120,Multicategoria,Híbrido,93.78,93.80112063,0.0,12,0.0,0.9997748360589069,115121.19285714286,14679969.18,,,114.0,156501.0,0.001185,14.11251970639108,24.588675776418523,3.6363636363636376,-1.985785953177266,98.42,93.78,2026-07-01,2026-04-01,169,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,32.9,Oportunidade,preco_defasado,77.5,0.0,0.0,0.0,55.0,80.4
RRCI11,XLPR FII RESPONSABILIDADE LIMITADA,BRRRCICTF005,35689733000160,Outros,Outros,80.25,75.3816646151483,8.0602,10,0.49803333333333333,1.0645824871300784,337741.61400000006,36315644.6,,,1355.0,481757.0,0.0005007370845346,-19.25319986853707,-15.934971165645562,-22.571428571428577,2.7528809218950068,84.0,66.0,2026-07-01,2025-12-29,262,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,32.8,Oportunidade,preco_defasado,67.1,34.0,13.4,0.0,55.0,0.0
LRED11,FII LCP RE DEVELOPMENT RESP LTDA,BRLREDCTF005,55089373000172,Residencial,Tijolo,12.0,10.82806147,0.0,12,0.0,1.1082316103622933,144.7442857142857,15254363.63,,,110.0,1408780.6641,0.001296,153.541147983527,14.225153109911147,292.85714285714283,-2.8340080971659853,13.13,12.0,2026-07-01,2026-05-21,119,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,32.8,Oportunidade,preco_defasado,58.4,0.0,0.0,0.0,55.0,100.0
RCFF11,PATRIA D FEEDER FII,BRRCFFCTF006,35689670000141,Outros,Outros,75.0,103.308896,0.4299,7,-0.0001,0.725978138417044,1530.5829999999996,33389435.23,,,113.0,323200.0,0.001005,-3.1050469304288337,4.813528186386429,-11.023622047244096,2.725654019997248,106.0,36.0,2026-07-01,2026-09-04,13,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,32.8,Oportunidade,"preco_defasado,dy_parcial_7_meses",100.0,0.0,0.0,0.0,55.0,23.0
FAED11,ANHANGUERA FII,BRFAEDCTF003,11179118000145,Outros,Outros,152.32,223.78696,3.7742999999999998,12,-4.9999999999999996e-05,0.6806473442420417,70225.31233333334,154944944.09,,,3885.0,692377.0,0.000375,-2.9809199342570256,0.8279873867642618,-6.789827255278313,0.14464168310321934,166.23,144.11,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,32.8,Oportunidade,,100.0,0.0,0.0,0.0,55.0,23.4
TSNC11,TRANSINC FII RL,BRTSNCCTF009,17007443000107,Multicategoria,Híbrido,58.9,69.809881,-2.0762,12,-0.23083333333333333,0.843720103175652,190.60366666666667,75867982.61,,,109.0,1086780.0,0.00073,-3.3548190247479344,-12.534880767942468,5.825242718446599,-25.29173008625064,84.44,58.8,2026-07-01,2026-06-15,94,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,32.7,Oportunidade,preco_defasado,100.0,0.0,0.0,0.0,55.0,22.2
BMLC11,BM BRASCAN LAJES FII,BRBMLCCTF004,14376247000111,Outros,Outros,98.49,110.10538,3.3105,12,-3.333333333333333e-05,0.8945066989460461,15171.492333333334,109929761.85,,,1187.0,998405.0,0.00057,-1.9561329202194777,4.072230283592049,-7.984496124031004,-0.515151515151524,104.0,86.69,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,31.5,Oportunidade,,93.3,0.0,0.0,0.0,55.0,26.8
VOTS11,TIVIO SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,BRVOTSCTF007,17870926000130,Multicategoria,Híbrido,87.48,90.0457073025789,6.1425,12,0.6604666666666666,0.9715066117037939,3716.6216666666664,74550011.67,,,547.0,827913.0,9.2e-05,-2.860466374916848,-2.193595889163502,-3.527336860670194,6.708953403269091,91.96,66.0,2026-08-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,31.5,Oportunidade,,81.8,12.7,0.0,0.0,55.0,23.8
VXXV11,GENESIS MULTIESTRATÉGIA  FII,BRVXXVCTF004,30982974000189,Outros,Outros,815.0,497.816145037928,0.0,2,0.0,1.6371505989182134,42672523.72666667,237893890.31,,,13.0,477875.0,0.0005874620815939,20.02935569454961,40.05871138909922,0.0,6.955380577427817,815.0,683.0,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,31.2,Oportunidade,dy_parcial_2_meses,0.0,0.0,100.0,4.4,55.0,100.0
FCFL11,CAMPUS FARIA LIM FII,BRFCFLCTF009,11602654000101,Multicategoria,Híbrido,122.0,125.10398,3.7449,12,0.0,0.9751887989494818,136674.941,434612477.42,,,2813.0,3474010.0,0.00027,-3.2502470257472713,1.5413496882896949,-8.041843739784237,2.092050209205021,135.0,115.08,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,31.0,Oportunidade,,81.2,0.0,0.0,19.8,55.0,22.5
AIEC11,ARCH EDIFICIOS CORPORATIVOS FII,BRAIECCTF009,35765826000126,Escritórios,Papel,65.0,75.7942880530041,5.363300000000001,12,0.4649166666666667,0.8575844126214961,574965.368,365706454.53,,,10989.0,4824987.0,0.0006844035889978,-16.290801383248095,-2.468400019103667,-30.11320274739252,9.519797809604036,66.0,48.2,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,30.8,Oportunidade,,98.9,4.0,27.0,15.4,70.0,0.0
RBRI11,RBR DESEN III FII RL,BRRBRICTF007,32441656000136,Multicategoria,Híbrido,225.02,386.942622,-1.4795,12,-0.07451666666666666,0.581533248616897,4478.307000000001,54042341.33,,,141.0,139665.0,0.002543,-20.113913383028002,-50.384076766056005,10.15625,-65.32819722650231,1079.99,225.02,2026-07-01,2026-09-11,6,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,30.5,Oportunidade,,100.0,0.0,0.0,0.0,55.0,0.0
VIUR11,VINCI IMÓVEIS URBANOS FII - RESP LTDA,BRVIURCTF009,36445587000190,Outros,Outros,2.29,3.561304,4.383996,9,0.0,0.6430228927381656,91005.95733333334,95963672.71,,,37666.0,26946220.0,0.000751,-38.44735219915389,-59.25716394523335,-17.63754045307443,1.7777777777777892,6.5,1.91,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,30.5,Oportunidade,dy_parcial_9_meses,100.0,0.0,0.0,0.0,55.0,0.0
MGHT11,TZDK FII RL,BRMGHTCTF005,34197776000165,Multicategoria,Híbrido,13.2,22.547681,-10.398568000000001,12,-1.5343333333333335,0.5854260577839467,8279.237666666668,29622783.12,,1.0,3096.0,1313784.0,0.001287,-17.076085343563648,-6.018465951751251,-28.133704735376043,15.891132572431953,20.01,9.99,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,30.5,Oportunidade,,100.0,0.0,0.0,0.0,55.0,0.0
MAXR11,MAX RETAIL FII,BRMAXRCTF009,11274415000170,Multicategoria,Híbrido,51.49,93.567845,3.8225,12,0.3762833333333333,0.5502958842324519,28721.567666666662,105325112.54,,,3414.0,1125655.0,0.000679,-14.892442000159084,-9.03279486382792,-20.752089136490248,5.707246971874369,66.72,46.31,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,30.5,Oportunidade,,100.0,0.0,0.0,0.0,55.0,0.0
PEMA11,PERFORMA REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO,BRPEMACTF003,34736510000143,Multicategoria,Híbrido,23.84,56.83320625,10.4142,11,0.6310166666666667,0.4194730787337904,4532.2390000000005,31371929.85,,,275.0,552000.0,0.000217530768194,-6.715254571036599,-7.287164432175586,-6.1433447098976135,-35.56756756756757,53.9,23.84,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,30.3,Risco,,34.5,60.2,0.0,0.0,55.0,10.9
XPIN11,INVISTA INDUSTRIAL FII,BRXPINCTF004,28516325000140,Logística,Tijolo,62.04,48.61142096,8.81206279,12,0.6646586316666666,1.2762432937529173,770466.7893333331,347592173.91,,,35837.0,7150422.0,0.000233,-34.52881544961113,-52.329775150546745,-16.727855748675523,-2.1451104100946417,82.99,60.05,2026-07-01,2026-07-06,73,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,30.2,Oportunidade,preco_defasado,24.8,42.4,34.5,14.1,55.0,0.0
ANCR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO ANCAR IC,BRANCRCTF001,07789135000127,Shoppings,Tijolo,270.0,120.290157804486,1.2673,12,0.0,2.244572664364157,913.169,4313209299.56,,,250.0,35856709.9610135,2.50137896185576e-05,35.76731631226458,41.326299291195845,30.208333333333325,-9.759358288770049,1000.0,120.0,2026-07-01,2026-09-02,15,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,30.0,Oportunidade,preco_defasado,0.0,0.0,0.0,78.5,55.0,100.0
BLUR11,FII BLUE RECEBÍVEIS,BRBLURCTF005,38051307000194,nan,Outros,76.03,76.130227,2.023118,6,0.33718633333333337,0.9986834795593083,4834.265666666667,6851720.42,,,1.0,90000.0,0.003426,,,,22.589487262173492,81.17,62.0,2025-06-01,2025-06-05,469,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,29.9,Oportunidade,"preco_defasado,dy_parcial_6_meses",77.7,0.0,0.0,0.0,55.0,50.0
VTPL11,PLUS FII,BRVTPLCTF009,15098422000119,Outros,Outros,65.9,120.341769,6.4905,12,0.46726666666666666,0.5476070407440995,68.83333333333333,166822814.27,,,125.0,1386242.0,0.00025,9.621452555324671,18.43645349774612,0.8064516129032251,-8.599167822468779,72.1,65.9,2026-07-01,2025-09-25,357,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,29.8,Risco,preco_defasado,54.6,16.6,0.0,0.0,55.0,65.4
GLOG11,GENIAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,BRGLOGCTF000,36501198000134,Logística,Tijolo,75.0,78.09303344,4.3284,12,0.3445333333333333,0.9603929658799024,239917.64633333337,58569775.08,,,1441.0,750000.0,0.0006761057208417,-27.45528940101275,-28.169348502076343,-26.74123029994916,2.7397260273972712,75.0,58.76,2026-07-01,2026-06-15,94,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,29.8,Oportunidade,preco_defasado,83.4,0.0,4.7,0.0,55.0,0.0
TRNT11,TORRE NORTE FII,BRTRNTCTF013,04722883000102,Escritórios,Papel,115.0,167.150773,-0.16009999999999988,12,-0.1673,0.688001604395811,22064.130999999994,657832229.02,,,491.0,3935562.0,0.000144,-6.989168701158932,-5.754038336897304,-8.22429906542056,9.523809523809534,117.0,92.5,2026-07-01,2026-09-16,1,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,29.6,Oportunidade,,100.0,0.0,0.0,30.4,70.0,10.0
ROOF11,FII ROOFTOP I,BRROOFCTF003,38456598000109,Multicategoria,Híbrido,247.97,281.13751984,0.0,12,0.0,0.882023858434562,6297.280769230768,21786752.1,,,82.0,77495.0,0.000947,-14.989782158887799,-31.21413221901017,1.2345679012345734,-46.09347826086957,460.0,247.97,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,29.3,Oportunidade,,95.2,0.0,0.0,0.0,55.0,0.0
HUSC11,RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,BRHUSCCTF009,08696175000197,Logística,Tijolo,96.01,200.113451532742,8.4412,12,0.70725,0.47977784234205323,4861.096999999999,185537587.95,,,5809.0,927162.0,0.000142,-3.5233249795194768,-0.1097707536560577,-6.936879205382896,-3.8842726999699595,112.0,85.0,2026-08-01,2026-01-14,246,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,29.0,Risco,preco_defasado,44.0,38.2,0.0,0.0,55.0,21.6
RENV11,CPV ENERGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESP LIMITADA,BRRENVCTF003,54174907000104,Multicategoria,Híbrido,6.48,14.3286498168084,6.1196,12,0.5612666666666667,0.4522407960866317,13379.572999999999,14712571.66,,,1198.0,1026794.0,0.0006,92.99677817248124,52.009181344962485,133.984375,10.95890410958904,8.09,4.5,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,28.5,Risco,,39.6,12.4,0.0,0.0,55.0,100.0
BVAR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO,BRBVARCTF006,21126204000143,Varejo,Tijolo,1144.33,686.869911676312,18.2891,12,2.1650666666666667,1.6660068821580096,1845.141111111111,429664604.55,,1.0,127.0,625540.0,0.000207,-7.846718196421121,-12.64000127833842,-3.053435114503822,-18.26214285714286,1400.0,1144.33,2026-07-01,2026-07-17,62,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,28.3,Oportunidade,preco_defasado,0.0,82.0,0.0,19.5,55.0,7.2
FISC11,FII SC 401 - RESPONSABILIDADE LIMITADA,BRFISCCTF008,12804013000100,Escritórios,Papel,68.99,111.111216832275,5.4049,12,0.5324833333333333,0.6209094092106112,2033.2206666666668,188888624.17,,,208.0,1699996.0,0.000259,-3.902902783731255,-2.351260112917053,-5.454545454545457,-2.266610001416647,79.0,53.89,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,27.9,Oportunidade,,100.0,4.5,0.0,0.0,70.0,20.3
RNGO11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO,BRRNGOCTF003,15006286000190,Escritórios,Papel,53.65,84.1487106091181,5.8814,12,0.59565,0.6375617595522212,43548.486,225181949.59,,,6391.0,2676000.0,0.000292,-8.107749871423387,0.41638129028653825,-16.63188103313331,2.9750479846449185,55.01,48.39,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,27.8,Oportunidade,,100.0,9.8,0.0,3.0,70.0,6.3
FPAB11,FII PROJ AGUA BRANCA,BRFPABCTF011,03251720000118,Escritórios,Papel,197.01,358.17473,3.9318999999999997,12,0.15811666666666666,0.550038803686681,24094.16766666667,268631047.68,,,649.0,750000.0,0.00035,-3.824008247634908,0.2952459160777021,-7.9432624113475185,-1.0000000000000009,249.0,170.05,2026-07-01,2026-09-16,1,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,27.7,Oportunidade,,100.0,0.0,0.0,7.5,70.0,20.6
HGIC11,HGI FII RESP LIMITADA,BRHGICCTF009,38456508000171,Multicategoria,Híbrido,44.83,110.75205929,7.753566,12,0.568927,0.4047780265883307,6494.169333333333,51245748.91,,1.0,727.0,462706.9622,0.000361,9.495736963759539,0.20062425431646158,18.790849673202615,-12.441406250000009,73.9,44.83,2026-07-01,2026-09-16,1,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,27.7,Risco,,32.2,30.6,0.0,0.0,55.0,65.0
HAAA11,HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO,BRHAAACTF003,27445482000140,Escritórios,Papel,56.0,65.0812532127352,3.3151,12,0.10289999999999999,0.8604628404580542,2011.9269999999997,224855729.85,,,220.0,3455000.0,0.000273,-2.179220988033237,-2.1362197538442484,-2.2222222222222254,0.2865329512893977,69.98,22.62,2026-07-01,2026-09-15,2,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,27.5,Oportunidade,,98.4,0.0,0.0,3.0,70.0,26.1
GCDL11,FII GALAPAGOS DESENVOLVIMENTO RESP LTDA,BRGCDLCTF002,56061587000101,Logística,Tijolo,127.01,113.24011944,0.0,12,0.0,1.1215989582852386,44342.40066666666,44855656.95,,,2026.0,396111.0,0.000352,6.114216742559697,9.542168913401206,2.6862645717181888,1.502437465036377,127.01,104.2,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,27.5,Oportunidade,,55.7,0.0,0.0,0.0,55.0,53.7
APXM11,APEX MALLS FII,BRAPXMCTF003,43010485000107,Shoppings,Tijolo,57.4,125.359485,4.0061,12,0.35814999999999997,0.4578831829119272,119568.78133333333,354659785.5,,,703.0,2829142.0,0.000334,10.096096031359803,1.6424450138157187,18.549747048903885,38.3132530120482,98.87,38.15,2026-07-01,2026-09-17,0,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,27.3,Risco,,40.5,0.0,0.0,14.6,55.0,67.0
PNPR11,PANORAMA PROPERTIES - FII,BRPNPRCTF001,26813118000122,Multicategoria,Híbrido,45.0,38.7113983987026,0.0,5,0.0,1.162448319136623,1409608.7633333332,34755741.99,,1.0,15.0,897816.75236937,0.0,-3.0055339083510213,5.753638065650901,-11.764705882352944,-20.283436669619135,56.45,42.0,2026-07-01,2026-08-31,17,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,27.2,Oportunidade,"preco_defasado,dy_parcial_5_meses",47.5,0.0,49.9,0.0,55.0,23.3
HRES11,FII HIRE RESIDENCIAL I - FII - RESP LIMI,BRHRESCTF001,42869853000104,Multicategoria,Híbrido,145.45,77.64388832,29.135478,12,1.3106753333333334,1.8732961878537717,1071842.95,36356119.12,,,133.0,468241.8656,0.000432,-21.624646386064317,-40.32958474293156,-2.9197080291970767,-1.4833378488214533,147.64,145.45,2026-07-01,2025-09-24,358,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,26.9,Risco,preco_defasado,0.0,60.0,42.9,0.0,55.0,0.0
OCRE11,OCTO FUNDO DE INVESTIMENTO IMOBILIARIO,BROCRECTF001,44680435000108,Multicategoria,Híbrido,63.8,133.993599814487,4.7861,12,0.2884,0.47614214476161965,7617.533666666666,64717032.8,,,435.0,482986.0,0.0003,33.479400394045,75.9546166876716,-8.995815899581594,-4.7761194029850795,104.0,55.02,2026-07-01,2026-09-16,1,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,26.3,Risco,,43.4,0.0,0.0,0.0,55.0,100.0
LLAO11,BS2 ALLINVESTMENTS FII,BRLLAOCTF003,41218404000133,Outros,Outros,57.2,53.4430660131805,0.0,1,0.0,1.0702978752359182,80753.6,19300428.86,,1.0,78.0,361140.0,0.0007005740700416,1.3525487445055773,2.7050974890111545,0.0,-11.42768659027562,64.58,57.2,2026-07-01,2025-06-06,468,CVM Informe Mensal — Percentual_Dividend_Yield_Mes,25.8,Oportunidade,"preco_defasado,dy_parcial_1_meses",65.9,0.0,0.0,0.0,55.0,37.8
